Run,Success,Crashed,RMSE_Alt,RMSE_Vx,RMSE_Phi,RMSE_Theta
88,1,0,0.0288566417493549,0.00223016078359147,1.78000457179052e-09,0.00386249654907297
89,1,0,0.0290300171687431,0.00141763190925901,1.15577194582094e-08,0.00387202045803728
90,1,0,0.0285824288173032,0.0041476698963901,1.08888087620949e-07,0.00384123962225452
91,1,0,0.0286543883029205,0.00305062859458854,9.21798133464146e-11,0.00385284583834855
92,1,0,0.0287206590454406,0.00336520843792007,1.19494426612818e-09,0.00385000287126637
93,1,0,0.0287462951722049,0.00251718819489357,4.82947614473201e-09,0.00385888039312413
94,1,0,0.0286457549092095,0.00290249345692489,1.44117730643785e-10,0.00385431910357088
95,1,0,0.0285389747402977,0.00398047778768949,2.01529433546548e-10,0.00384268299487265
96,1,0,0.0289253845601796,0.00183890618810882,1.34448543196914e-09,0.00386697932970653
97,1,0,0.028574083751038,0.00443982861080662,7.29681142288735e-08,0.00383823713613116
98,1,0,0.0283851007393252,0.0043236238411727,9.58356881185973e-11,0.00383831385585152
99,1,0,0.0288498090226362,0.00239660088414076,2.1791387273332e-09,0.00386072702178902
100,1,0,0.028340016710585,0.00499370388557793,1.64801863811278e-06,0.00383131642588197
