Run,Success,Crashed,RMSE_X,RMSE_Y,RMSE_Z,RMSE_Vx,RMSE_Vy,RMSE_Vz,RMSE_Phi,RMSE_Theta,RMSE_Psi,RMSE_p,RMSE_q,RMSE_r
11,1,0,0.000173702435676219,0.028497757097575,2.62639999757393e-05,2.29732779605947e-12,2.65137464466983e-14,3.30516934869949e-14,0.00138884969899905,1.36119402642123e-05,2.5727616563486e-16,2.52975107656898e-12,4.49164329814147e-14,3.8785949759517e-14
12,1,0,0.000173702433378804,0.0284977570976153,2.62640000361362e-05,6.78126170619223e-13,3.95453886861446e-14,3.27267052558823e-14,0.00138884969899924,1.36119403091207e-05,2.57318786879184e-16,2.53227391521196e-12,1.33183972313573e-14,3.88233134550243e-14
13,1,0,0.000173702432160085,0.0284977570976143,2.62640000361362e-05,2.25664259250408e-12,3.7913778448375e-14,3.27435298025613e-14,0.00138884969899925,1.36119403329429e-05,2.57733195375718e-16,2.52961879934475e-12,4.41281357350443e-14,3.87843151065854e-14
14,1,0,0.000173702438547477,0.0284977570971387,2.62639999757393e-05,6.01661571303386e-12,7.43057707985962e-13,3.27380319737822e-14,0.00138884969901075,1.36119402080871e-05,2.61854706327107e-16,2.52910889145635e-12,1.17613786022326e-13,3.87801623668697e-14
15,1,0,0.000173702433179448,0.0284977570975977,2.62640000361362e-05,9.36301424895282e-13,1.09128703485771e-14,3.27459626215339e-14,0.0013888496989997,1.36119403130179e-05,2.57059562691996e-16,2.52895377985816e-12,1.83431831793445e-14,3.87727833245468e-14
16,1,0,0.000173702438081397,0.0284977570975749,2.62639999757393e-05,5.41279769418753e-12,2.66488157162588e-14,3.30656941332417e-14,0.00138884969899904,1.36119402171989e-05,2.59963359726726e-16,2.52936757595258e-12,1.05809242405797e-13,3.87817098812758e-14
17,1,0,0.000173702433248996,0.0284977570976019,2.62640000361362e-05,8.45858674563538e-13,1.76225272719992e-14,3.27397305835371e-14,0.00138884969899957,1.36119403116585e-05,2.56470977082819e-16,2.52377623893548e-12,1.65741082595054e-14,3.86936227669383e-14
18,1,0,0.000173702429305691,0.028497757097591,2.62639999757393e-05,5.9528712796632e-12,1.10373044289067e-15,3.30202399571953e-14,0.00138884969899861,1.36119403887376e-05,2.59941849052413e-16,2.52989934871459e-12,1.16375928098688e-13,3.87851669135618e-14
19,1,0,0.0001737024339618,0.028497757097594,2.62640000361362e-05,7.7027911272926e-14,4.80268699127997e-15,3.27414095361081e-14,0.00138884969899979,1.3611940297724e-05,2.56723084707432e-16,2.52792847611973e-12,1.95192000579595e-15,3.87576164375789e-14
20,1,0,0.000173702433915537,0.0284977570976262,2.62640000361362e-05,1.70458247989334e-14,5.73305374356939e-14,3.27122874303118e-14,0.00138884969899894,1.36119402986296e-05,2.56927670836393e-16,2.52999107025403e-12,1.20060032961335e-15,3.87890214139249e-14
21,1,0,0.000173702433297618,0.0284977570975644,2.62639999757393e-05,7.83072911286281e-13,4.39844027820968e-14,3.30183828506265e-14,0.00138884969899933,1.36119403107068e-05,2.56345414502269e-16,2.52688208383216e-12,1.53561307788005e-14,3.87411012021966e-14
22,1,0,0.000173702435216538,0.028497757097577,2.62639999757393e-05,1.70222648886212e-12,2.32537542565716e-14,3.30494965087307e-14,0.00138884969899899,1.36119402731977e-05,2.56992741668521e-16,2.52954572007073e-12,3.32967196270167e-14,3.87829732906358e-14
23,1,0,0.000173702434821152,0.0284977570975781,2.62639999757393e-05,1.19007119350099e-12,2.13680238120959e-14,3.30504409330344e-14,0.00138884969899896,1.3611940280926e-05,2.56820352488695e-16,2.52980433896202e-12,2.32977587740352e-14,3.87869600677093e-14
24,1,0,0.000173702432800684,0.0284977570975148,2.62639999757393e-05,1.42656833924726e-12,1.25491244015571e-13,3.29739050462382e-14,0.00138884969900067,1.36119403204201e-05,2.56754668154117e-16,2.53008231225014e-12,2.79181034171396e-14,3.87913754649045e-14
25,1,0,0.000173702434672998,0.0284977570975802,2.62639999775165e-05,9.98045554865129e-13,1.80111611640781e-14,3.11166196406237e-14,0.00138884969899891,1.36119402838217e-05,2.56577306878965e-16,2.52797876697524e-12,1.95429643763587e-14,3.87587398661665e-14
26,1,0,0.00017370243464317,0.0284977570975931,2.62640000361362e-05,9.59377197933989e-13,3.36537087270475e-15,3.27345565991433e-14,0.00138884969899856,1.36119402844046e-05,2.5652229522584e-16,2.52728974305156e-12,1.87941239165182e-14,3.8748159393414e-14
27,1,0,0.000173702432749153,0.028497757097572,2.62639999757393e-05,1.49341458244672e-12,3.14719412927331e-14,3.30259540467891e-14,0.00138884969899913,1.36119403214267e-05,2.56726648467001e-16,2.52948796474192e-12,2.92198823150577e-14,3.87810352492124e-14
28,1,0,0.000173702431309278,0.0284977570975806,2.62639999757393e-05,3.35795664627705e-12,1.74025070059011e-14,3.30313031018716e-14,0.00138884969899899,1.36119403495725e-05,2.54802510118681e-16,2.50165514267763e-12,6.56491738400098e-14,3.8353170238185e-14
29,1,0,0.000173702430268641,0.0284977570975901,2.62639999757393e-05,4.70591719709848e-12,2.02637000091773e-15,3.30349565810738e-14,0.00138884969899864,1.36119403699154e-05,2.58409922467863e-16,2.52691758369716e-12,9.19956025306852e-14,3.87406832055099e-14
30,1,0,0.000173702433481002,0.0284977570976008,2.6264000036136e-05,5.45597281834624e-13,1.5913069167528e-14,3.2740097884609e-14,0.00138884969899961,1.36119403071231e-05,2.56907252238214e-16,2.5288574725805e-12,1.07325775780109e-14,3.87717565143488e-14
31,1,0,0.000173702433650458,0.0284977570975802,2.62639999757393e-05,3.26097622172802e-13,1.79642741173087e-14,3.3042412098292e-14,0.00138884969899891,1.36119403038084e-05,2.566102056724e-16,2.53000558941366e-12,6.49602597675687e-15,3.87893512769207e-14
32,1,0,0.000173702433346195,0.0284977570975923,2.62640000361362e-05,7.20284766390169e-13,2.30526218017621e-15,3.27419270945638e-14,0.00138884969899857,1.36119403097565e-05,2.56516574328303e-16,2.52867563488078e-12,1.41393262754135e-14,3.87688215957877e-14
33,1,0,0.000173702431419274,0.0284977570976052,2.62640000361362e-05,3.21589874451884e-12,2.30243340419595e-14,3.27491756726859e-14,0.00138884969899824,1.36119403474231e-05,2.57515054372971e-16,2.52960879079356e-12,6.28677442902356e-14,3.87821116132365e-14
34,1,0,0.000173702434264436,0.0284977570975955,2.62640000361362e-05,4.68938359799528e-13,7.37730401554529e-15,3.27446293999974e-14,0.0013888496989985,1.36119402918084e-05,2.56651876752979e-16,2.52990627529785e-12,9.24156388119776e-15,3.87881813455888e-14
