Run,Success,Crashed,START_X,START_Y,START_Z,START_Vx,START_Vy,START_Vz,START_Phi,START_Theta,START_Psi,START_p,START_q,START_r,RMSE_X,RMSE_Y,RMSE_Z,RMSE_Vx,RMSE_Vy,RMSE_Vz,RMSE_Phi,RMSE_Theta,RMSE_Psi,RMSE_p,RMSE_q,RMSE_r
1,1,0,-1.57345716059808,-0.118926371902283,-99.125401207553,23.1687325857993,0.240016334301267,0.248520944315891,0.177608242053689,0.0123661965781944,-0.106634049138323,-0,-0,-0,0,0.00370306367153853,0.0501880287799366,0.0105063014024407,0.000844876807250642,0.0495703136179785,1.24495110039734e-07,0.00186523855588926,7.75699810750457e-06,2.57118286184422e-07,0.000159033549002857,1.2246851119001e-05
2,1,0,12.9547776297461,-1.76709858387381,-99.6982129463412,21.7314391423068,-0.00394792951697962,-0.184828530898412,0.0103982590809228,0.0360249065244704,-0.0410681944968593,0,0,0,0,0.00756097058907624,0.0749856807385576,0.0152374108541864,0.00185192576389757,0.0733321068046739,4.68995373906805e-08,0.00271692947177505,1.27366733702671e-05,4.84718345067585e-08,0.000208685733364517,3.89863867920118e-06
3,1,0,3.93740871304643,-4.66951795882682,-96.5720532467914,30.6490623016653,-1.13493475812806,0.134688899243092,0.367785617816191,-0.135594409548201,-0.153134166802852,0,-0,-0,0,0.0615744655334132,0.116751874617076,0.0433625955158498,0.0215452339773745,0.181763450594248,9.56509776205563e-06,0.00815759943128678,0.000492910039664651,2.07391841293217e-05,0.00126814334197608,0.000765297366044473
4,1,0,1.79875550308935,-1.7122721910101,-100.522756577873,25.4926189483722,-0.254305647733823,-0.00835609324506078,-0.154999893841788,-0.288126103126712,0.151653674552942,-0,-0,0,0,0.00420900653158363,0.0157380261925558,0.00279728704845067,0.000965658627257944,0.0127692028612016,1.49067481624202e-07,0.000421353004618456,1.23660982960426e-05,3.49967458968411e-07,4.9188702645518e-05,1.98319788991564e-05
5,1,0,-11.2977490034947,0.700289534186314,-95.0267496444896,33.9594104323247,-0.0383816142968701,-0.120707621712378,-0.284372331744421,0.0372500231598827,-0.111140331026633,-0,0,-0,0,0.0345462926669801,0.187045199846747,0.0429986682080337,0.0085266112177792,0.185617258408527,2.63735993813253e-06,0.00703408532868196,0.000132210549097623,5.20695725103711e-06,0.000588814388659709,0.000270933687550501
6,1,0,-3.0549196932696,-6.12594267132407,-99.4902870213546,20.6248583511001,-0.391549069998102,0.193576160402941,0.179445448019488,-0.0511335759648544,0.022397269921119,-0,0,-0,0,0.0124420235944526,0.086178208588332,0.0180188049170084,0.00312002436286874,0.0842095366481961,1.21613259347536e-07,0.00316281166667057,2.45260008823043e-05,2.16651036989035e-07,0.000269832402787777,1.33230042666075e-05
7,1,0,-4.49355284213776,-1.94898598671937,-93.0014376901359,21.145358928293,-0.234726687464423,0.704710572646061,-0.143363665652338,0.0820098550971605,-0.114644763096284,-0,0,0,0,0.0262851967657522,0.161923213130031,0.0334386989989438,0.00648865193745164,0.155594093251879,1.59370455808197e-07,0.00577399040789185,4.61875562474516e-05,1.46274134097709e-07,0.000449381500933093,1.23197860806345e-05
8,1,0,-0.907877669091195,-3.33874888996544,-101.09948336497,30.8941275997722,0.956603861510396,0.162728038960408,0.156333840660499,-0.115833525569186,0.0400807839314267,0,0,-0,0,0.0844157390032238,0.0642808457143049,0.0124983269068399,0.0217117695187,0.063574726699173,9.90302971088396e-07,0.00231785811723938,0.000192162051935814,1.84927993928131e-06,0.000170110976872823,0.000159958916592508
9,1,0,-6.12388819167403,8.74181997505892,-98.9407296888304,28.9062416602511,0.835646629504338,-0.0818151071470585,-0.114269645651641,-0.0106436502669129,-0.233195209132529,-0,0,-0,0,0.0217389418503054,0.0384303222503806,0.00920809873816138,0.00511283459975646,0.0376878139593986,4.92264530794848e-07,0.00142108542762608,3.46457620438434e-05,7.23357258091894e-07,0.000114709365172546,5.36323045401618e-05
10,1,0,8.48193317438176,3.85648799605002,-99.1635715215576,27.1813706550792,0.158600392580986,0.130602236555892,-0.00518561398754905,-0.125484372193429,0.108440675253048,0,-0,-0,0,0.0319753568730578,0.0675580110990853,0.0135980891347431,0.00791524998510639,0.066143477102741,1.70028851318518e-07,0.00242196313237448,5.78506150326612e-05,3.18826299588141e-07,0.000168305515270673,2.96069186323103e-05
