Run,Converged,RMSE_Z,RMSE_Y
1,1,0.000334124079808862,179.833913379842
2,1,0.0001942813667662,70.557515448975
3,1,0.000161033178383191,82.6156746816979
4,1,0.000552341051747375,198.731877080332
5,1,0.000220485711694687,81.0375458638674
6,1,0.0010644445422163,313.795029904138
7,1,0.00031743461585578,157.791457597857
8,1,0.000303252326566164,170.386829886827
9,1,6.59457640237702e-05,8.98265428607504
10,1,9.92981830028341e-05,63.9127794581281
11,1,0.000223360557242302,102.201684347125
12,1,0.000262389200189889,108.90595657474
13,1,0.000116156124280481,16.6128206882023
14,1,0.000291012616621918,134.437822162359
15,1,0.000138896433044471,91.8573281946163
16,1,0.000379162695175035,151.075732225422
17,1,0.000116419485894565,65.3646961633539
18,1,0.000241363256794777,93.9741011109005
19,1,0.00021446039332009,87.9322900213782
20,1,0.000175036786435201,89.2343433763121
21,1,0.000114159681618293,56.3974252990031
22,1,0.000198694337654339,86.1019320917579
23,1,9.62465408733077e-05,33.8191342860708
24,1,4.01471921331894e-05,19.0005210524492
25,1,4.11937604923473e-05,7.45826138651979
26,1,0.00022189659469526,90.8961152458061
27,1,0.000217850804548295,75.1192268020376
28,1,0.000355324685057734,169.198763665703
29,1,0.000336520525935335,130.162572011615
30,1,0.000132696039037635,45.8509454584259
31,1,0.000127759677050744,52.9237322839193
32,1,0.000158214081846367,72.0000571848841
33,1,5.98429419716498e-05,40.5632832580005
34,1,4.02245443021094e-05,13.3724545150795
35,1,0.000146939484957351,72.2320982024112
36,1,0.000152364550550706,69.7852414786439
37,1,0.000333489436879531,145.2847987198
38,1,0.00019970304170586,92.1459876369454
39,1,0.000400838485727528,174.968633114389
40,1,0.000244661512647473,131.635041564688
41,1,0.000292624324337824,155.224624015732
42,1,0.000224594911621947,94.8501218621572
43,1,0.00027408725736064,110.809509976051
44,1,0.000397984065390858,172.725006168257
45,1,7.44462140609411e-05,31.9940263115564
46,1,3.50909489941774e-05,21.2986485437786
47,1,0.000140441331609578,61.6336641029971
48,1,7.4508279834973e-05,4.45407558909341
49,1,0.00018495636215734,88.8664755704223
50,1,7.3192063279375e-05,43.4374724293876
51,1,0.000132042141755992,65.2032402987747
52,1,0.000273989329488325,105.979789435052
53,1,0.000207237877321949,106.071094115785
54,1,0.00011699222430001,63.1556262490201
55,1,4.80072917136592e-05,27.9744632809036
56,1,0.000145249112017916,86.0150920018438
57,1,0.000231298630483196,103.818152723846
58,1,0.000432535563038784,189.96997735293
59,1,0.000223859997057422,68.624486584452
60,1,0.000307774065784943,109.571628144304
61,1,0.00025485202146188,123.881013128199
62,1,0.00029574161338802,105.481685666621
63,1,0.000126257329178595,7.59844411830224
64,1,0.000360812978733774,118.562175733925
65,1,0.000223630136378241,110.385512446671
66,1,6.29982532460855e-05,19.1656186675073
67,1,0.000193650455085724,94.1089797303828
68,1,0.000177465052178868,97.3739958678612
69,1,0.000181602384319032,97.6149952610361
70,1,0.000197933419974984,81.3209476029733
71,1,0.000120922263749745,43.7763608137524
72,1,0.000329993452497548,106.304133087572
73,1,0.000176983005091806,98.7029688243559
74,1,0.000163016024417907,85.4763250188618
75,1,0.00016851608072601,84.905794702592
76,1,0.000200391277315473,98.947242552434
77,1,3.08812623557707e-05,21.6303220197978
78,1,4.46869111140472e-05,16.4217248961664
79,1,0.000172969410412073,71.3652677479339
80,1,0.000373552543075149,185.775328612171
81,1,0.000304138750542554,136.934937729206
82,1,0.000269871493768899,104.808701465078
83,1,3.80584219159624e-05,30.6422789855208
84,1,0.00029418282709764,115.82057952945
85,1,0.000279921807432048,112.816429313067
86,1,0.000129371950676582,68.2924504126514
87,1,0.000173049545702406,91.2961091473005
88,1,0.000291353755188975,125.189793691738
89,1,0.000331326974410442,147.290459141683
90,1,0.000384710658388183,159.8900355985
91,1,9.84471616872588e-05,24.4871696111064
92,1,0.000101825861452354,21.9827206546192
93,1,0.000208166443854135,93.3865169514458
94,1,0.000129440102546894,41.5849527287833
95,1,0.000124791448648215,70.4348814780921
96,1,0.000264939239020143,105.484633456713
97,1,0.000119876736790769,40.7768194151875
98,1,0.000133611794938474,81.7369586561774
99,1,0.000201174067787602,89.7926713153716
100,1,0.000182696158512174,102.995629947728
