Run,Success,Crashed,START_X,START_Y,START_Z,START_Vx,START_Vy,START_Vz,START_Phi,START_Theta,START_Psi,START_p,START_q,START_r,RMSE_X,RMSE_Y,RMSE_Z,RMSE_Vx,RMSE_Vy,RMSE_Vz,RMSE_Phi,RMSE_Theta,RMSE_Psi,RMSE_p,RMSE_q,RMSE_r
1,1,0,-3.38212118836327,1.26226775353462,-109.553335953926,18.5925015669997,0.470072471133109,-0.871731995854238,0.246937181906998,-0.084491782600214,0.0921127684851845,-0.164239400686475,0.105391171751361,-0.000196949757242249,0,0.0782906826462599,0.107536089697033,0.0249373709668107,0.0190435108187111,0.114966847868115,2.74232298566198e-06,0.00435309409081524,0.000163233048609843,3.74049029233452e-06,0.00032639164311386,0.000288943096257652
2,1,0,6.27030603867315,-2.73372216838313,-103.676775206042,19.7074550051688,0.987353743648942,-0.164855712498811,-0.280825719571765,0.165556206728705,0.00435502119545962,-0.0496891438907852,0.0721613274895903,0.123915501229505,0,0.000805926437968299,0.178664620221072,0.0367686742744961,0.000267625473265466,0.175739766100502,9.84918591248849e-08,0.00651680614756606,5.14530466789425e-06,1.87256669677715e-07,0.00050508517765539,6.95375776919335e-06
3,1,0,-3.1858924360056,0.554487748531305,-101.553274559465,20.9532999452046,0.237762332699252,0.36068349560354,-0.239134047036197,0.193753806005188,0.0259774413908521,-0.0329567932383656,-0.22179380673702,-0.0359135575718963,0,0.00548986042765911,0.150880036846334,0.030826276618675,0.0013831176960432,0.148131951658104,6.58416702391532e-08,0.00547900301190477,1.10731299265689e-05,1.19899394838614e-07,0.000415603343491339,5.82904412129443e-06
4,1,0,-0.34779885059146,0.518995195946702,-102.182505742128,31.4826649962987,0.78401426036542,0.621814852879333,-0.0402384389385704,0.0585739167750735,0.0709862535754595,-0.0868195314385398,-0.00160391934369007,-0.0823402411852437,0,0.0254289414847439,0.0488129903389321,0.00987213896021867,0.00624485403359646,0.0478206338178478,1.9495506213174e-07,0.00179515235109498,4.58655965702442e-05,4.31127811779582e-07,0.000164447223183258,3.34437843581602e-05
5,1,0,0.343777766646812,8.05018539365894,-100.935171861164,19.8846702925665,0.688719251735101,0.436534108253706,-0.0916998873241576,-0.128630390060672,0.246247676082283,0.00438013501652647,0.0258664360344012,0.0487689544885701,0,0.0560781146294048,0.136719678728806,0.0287241401826991,0.0138214357323143,0.133509079720499,2.64545454655202e-07,0.00500701091666655,9.73701306288147e-05,2.90819837155041e-07,0.000422181929558198,2.37789284042087e-05
6,1,0,-3.14528966460397,5.44441508531945,-88.2343163239973,18,0.0989827860476128,0.472680587810073,-0.138899642370165,0.0156619799589503,0.0297741400811805,-0.0837409591107055,0.0986555140698963,0.169625060774742,0,0.0159876843280011,0.241942177505358,0.0505729606968659,0.00390254581598269,0.232185728281963,1.46600958872257e-07,0.00863677503385428,2.63600905308686e-05,1.6706800657696e-07,0.000690831478532483,7.45114738572544e-06
7,1,0,1.11612871045673,1.8483122536385,-102.732505762643,32.8294279269709,-0.0451352912921245,0.220328406068796,0.205034603220208,-0.0518781930238283,-0.0338914280245571,0.0126441319499738,-0.0311807281890271,-0.177175860006746,0,0.142244075897796,0.171538712050049,0.0614048063299766,0.0396609921483309,0.275258102676466,1.44510366806757e-05,0.0118519486845178,0.000491530259759073,2.16309596692145e-05,0.00146549369307843,0.000762330078532359
8,1,0,2.41202094325194,-7.20766877490001,-101.522265016509,18,0.650724127611675,0.0426952430655929,0.0835930875640703,-0.0458737194425115,0.276955843198261,-0.0564065189030038,0.160808068928012,0.16100663936133,0,0.0150794316614962,0.169908386051985,0.0349381021450978,0.0037408966736714,0.164239661352295,1.06393579378768e-07,0.00608599984703693,2.71976411025891e-05,1.54650352141707e-07,0.000471716865625958,1.01548088894806e-05
9,1,0,-2.62797532002189,2.14679455784773,-99.3669991431787,39.804928417972,-0.497109764009757,-0.7922743026867,0.0542536769320318,-0.169228590797528,-0.102825924076122,0.0462768290911005,-0.181242406961738,0.149637890574646,0,0.0295168720287315,0.31760336273194,0.069944036024054,0.00757815932244054,0.306087523098325,9.49616276481798e-07,0.0114335878933949,0.000104568083972536,1.44307876521307e-06,0.000905310992095113,0.000199692507359008
10,1,0,2.10703312598486,7.11204409601448,-101.559254916631,31.3912004586382,-0.55945514820365,0.120417139075129,0.196074211399064,-0.113134054583398,0.0152491286121353,0.22824427266394,-0.1095377513786,-0.155039576569305,0,0.136048097099783,0.0423476595093904,0.00712542360110198,0.0341672942980963,0.0427239402999708,1.34880356548659e-06,0.0014948455691274,0.000268559683953507,2.14024965981267e-06,0.000133012347930892,0.000205118320678354
11,1,0,4.6680575635754,-0.117436377022706,-105.503394105283,18.7440288870914,0.173134382576643,0.122441928822659,-0.0613619956126023,0.0399785054863722,0.0985120430569079,-0.102062428726997,-0.0446469010758451,-0.101320802319302,0,0.00342967453458606,0.107272346879433,0.0217187896216174,0.000851948038480283,0.105923270042835,5.14400488859964e-08,0.00391086680852427,6.65894122710258e-06,8.0876244499321e-08,0.000293549020775647,5.52511556617576e-06
12,1,0,6.69944533123032,-6.39346542260647,-91.9294965101122,21.0116192380386,-0.00101576176157752,0.478769547546175,0.128767267255425,-0.0595845484768831,0.155085999965034,-0.164720487147294,0.192890269347302,0.162028548277259,0,0.00266325267305618,0.159419039327254,0.0333503051879257,0.000627371731572603,0.15356194619294,6.44535706011007e-08,0.00572457316978016,4.43568589514795e-06,1.3675226769546e-07,0.000459292789172289,4.58712886546602e-06
13,1,0,0.0925630125931704,2.01946157274249,-95.1024645765694,22.7058481984845,0.272703599472083,0.34359931967245,0.0649177011420502,-0.247929646021438,-0.0585848525178639,-0.275935571400401,-0.0534784887028121,-0.110284954455056,0,0.00535491070741049,0.0740178197023506,0.0165735649868549,0.00132447406204941,0.0768119942735058,2.3117433266995e-08,0.00296530602650973,9.4806043373152e-06,1.19957406605364e-08,0.000291220877500139,2.00583619990216e-06
14,1,0,-0.480201910183676,1.88703369695806,-95.8499274698324,23.9978336805725,0.020071700544161,0.506641656766413,0.226319134652496,0.0379769343121961,0.150317616177114,-0.101913404998469,0.221394543907888,-0.0925405063007796,0,0.046199898600175,0.129616166633706,0.028182836011661,0.0111555645688904,0.126863108331469,4.43689402930258e-07,0.00474137303880197,7.26365927438548e-05,7.12289315823536e-07,0.000362314849064775,2.88212304846215e-05
15,1,0,-3.83767227580118,2.69062155634151,-100.326662754026,18,0.538733923215214,0.347602707144097,0.287564844508599,0.0514593469268458,0.12304270371862,-0.160772803429189,0.259630267826203,0.331118080196395,0,0.0494458110493667,0.182801903632159,0.0394812842808452,0.0119413277246662,0.180065202877922,5.01944777962753e-07,0.00672693853775773,7.82267625778348e-05,9.69460358464197e-07,0.000514287715160615,3.03646608146783e-05
16,1,0,-1.90659984068418,-3.47390595380491,-94.9994486850747,18,0.0768046862917886,-0.0674092588847361,0.144274152608552,-0.343628393148315,0.0215439654679644,0.0365704512349434,-0.247291556898663,-0.0221782706740368,0,0.0174964982912356,0.229926255640342,0.0534290512900832,0.00434581060231165,0.236205106700363,2.88677273933566e-07,0.00908190335710108,3.31659795982028e-05,4.51915347245612e-07,0.000824977870364012,2.23911962611064e-05
