Run,Converged,RMSE_X,RMSE_Z,RMSE_Y,RMSE_p_RollRate,RMSE_q_PitchRate,RMSE_r_YawRate
50,1,NaN,0.00185566113006283,313.22564170067,2.30260561156981e-06,5.8067362220449e-08,4.93368788655196e-06
51,1,NaN,0.000149597116302281,52.2864879970998,1.69829912547326e-17,5.86849121520855e-08,9.78835651840939e-16
52,1,NaN,6.27596428169587e-05,21.2706290196268,1.69438477784506e-17,5.87918461987577e-08,9.86131869266344e-16
53,1,NaN,0.000151135148178958,81.1980107538298,3.15528632199109e-16,5.86661611518569e-08,1.17581258837384e-15
54,1,NaN,0.000528292797112588,212.395146176656,1.71771688730791e-13,5.89507832431089e-08,4.04558801415227e-13
55,1,NaN,0.000233389981752371,109.107872949027,2.16416080145981e-15,5.81552732659923e-08,5.08183778642591e-15
56,1,NaN,5.72588603910133e-05,39.8087386709078,1.58502665096218e-17,5.87165199809426e-08,9.01841650107454e-16
57,1,NaN,0.000171886174187537,102.153990180616,2.42318517058875e-17,5.87528674589089e-08,9.9463425662191e-16
58,1,NaN,6.37448945657827e-05,31.6684466201146,1.66658848605618e-17,5.877807476542e-08,9.50017527084091e-16
59,1,NaN,0.000523241887295693,212.935741483672,9.77941322016042e-11,5.86552835351821e-08,2.31724373986804e-10
60,1,NaN,0.000648780269913166,257.563489826728,2.2142220001453e-10,5.86486586450469e-08,5.25121669370725e-10
61,1,NaN,8.36502531829482e-05,22.3359765957513,1.62753007300053e-17,5.87578221039807e-08,9.44714428337379e-16
62,1,NaN,0.000250710403683684,203.72790478265,8.70518178732682e-15,5.87124236056561e-08,1.99842003976222e-14
63,1,NaN,0.000335564308745561,174.34810754934,3.41344757085748e-14,5.86828432133265e-08,7.90152729968656e-14
64,1,NaN,1.8134981611385e-05,6.17882904655673,1.66594701332026e-17,5.87833208358393e-08,9.78411936039341e-16
65,1,NaN,4.26015601875359e-05,50.7006471096534,1.70078294842424e-17,5.86655496681333e-08,9.70000361947676e-16
66,1,NaN,4.28097003679898e-05,29.1646563406529,1.70649461872541e-17,5.87159812711091e-08,9.43465293500902e-16
67,1,NaN,7.41132828103121e-05,95.6674262406625,1.62838536240747e-17,5.87761975357478e-08,9.36940498990304e-16
68,1,NaN,0.000357835852562665,171.416591020652,4.30058198910191e-09,5.87982132368032e-08,1.01827827362256e-08
69,1,NaN,8.86625011214134e-05,82.2233191171318,1.58341072250829e-17,5.87558492700488e-08,9.21002165948434e-16
70,1,NaN,0.000250960062567364,150.082626493234,4.47004967825766e-14,5.86703817764326e-08,1.04151475060947e-13
71,1,NaN,6.25233029474028e-05,26.5504606085069,1.58677606062696e-17,5.88192332982718e-08,9.19524542189612e-16
72,1,NaN,0.000248695511854645,98.6569618352243,4.2489996252376e-13,5.86987302797583e-08,9.94356851551278e-13
73,1,NaN,0.0001800858345517,72.1039280472276,1.63229771474093e-17,5.86301683510962e-08,9.04263185069613e-16
74,1,NaN,0.000120043813812828,52.9279604824232,1.60538438403481e-17,5.86031212543723e-08,8.8272301398767e-16
75,1,NaN,0.000459985395637949,203.177817453478,9.11241153188198e-13,5.86489767301465e-08,2.14278977498046e-12
76,1,NaN,6.20353814478349e-05,66.4144740185528,1.55395732864837e-17,5.88320029067975e-08,8.80635334984655e-16
77,1,NaN,0.000236592105009562,90.9051061981758,2.44174120491433e-16,5.87026435953034e-08,1.12545785645993e-15
78,1,NaN,0.0043743517332692,258.763886656148,7.84043121750661e-06,5.71914677890858e-08,1.55996166161712e-05
79,1,NaN,0.000140229035969437,53.4374304698042,1.66272876746005e-17,5.86924331895826e-08,9.96356507870583e-16
80,1,NaN,0.000189907785781469,96.9990504998873,2.69012339523723e-16,5.86303531865043e-08,1.1558573336688e-15
81,1,NaN,0.000272510351775296,102.86844587555,1.11510420640453e-14,5.85581753961967e-08,2.58704759277361e-14
82,1,NaN,0.000329287783646959,121.780699657463,1.69920067110714e-14,5.83979226797374e-08,3.95613496844486e-14
83,1,NaN,0.00017890485933516,96.0727331331515,8.79792949656678e-17,5.86953425311345e-08,9.57618829247475e-16
84,1,NaN,0.000152575278179875,70.5337093023539,1.65786693911811e-17,5.86924476676317e-08,9.89224837774694e-16
85,1,NaN,0.00014863831274938,63.5175566464161,1.6789577668707e-17,5.87268442677445e-08,9.60990862039175e-16
86,1,NaN,2.67441328403035e-05,12.0539682155248,1.57406153309896e-17,5.8683438680571e-08,8.79957843155774e-16
87,1,NaN,0.0001638825271521,81.930271221088,2.86405500103873e-17,5.87352799487448e-08,9.34744851200652e-16
88,1,NaN,7.73930445700335e-05,16.5175593136489,1.75910731082329e-17,5.87891509122551e-08,1.05534424491338e-15
89,1,NaN,0.000289798429210382,162.81890015065,6.62561187661843e-15,5.88850804290957e-08,1.54547536807409e-14
90,1,NaN,0.000496207046024171,296.136017943126,1.91059630771001e-07,5.25983740154565e-08,4.39541203216512e-07
91,1,NaN,0.000273178089577201,135.346427983234,8.8542558356557e-16,5.88662094646588e-08,2.3110835688375e-15
92,1,NaN,0.000340240694255337,155.135143680444,1.40360325040401e-09,5.87817781627032e-08,3.32866633487831e-09
93,1,NaN,0.000101476631339402,30.9616990297616,1.6713118278425e-17,5.87576167631853e-08,9.83650851968009e-16
94,1,NaN,0.000266837461077965,120.662184203499,7.07230510450731e-17,5.87327490101808e-08,9.79000965205644e-16
95,1,NaN,0.000244924691614373,82.0114874402709,1.01695729575489e-12,5.86526545427624e-08,2.3853644558935e-12
96,1,NaN,0.000185895359876656,62.8788372436437,1.69016339973061e-17,5.87315633065909e-08,9.50051140722363e-16
97,1,NaN,6.1955980231942e-05,42.2559916813923,1.59967172257903e-17,5.8675636135234e-08,9.29839134538515e-16
98,1,NaN,0.000307518761191656,81.2816617899303,4.24799209759924e-11,5.85463640233557e-08,1.00477728799807e-10
99,1,NaN,0.000424242685711793,228.877971297848,2.28529601090404e-10,5.86726224780945e-08,5.41861503616251e-10
100,1,NaN,0.000135238293666018,105.536566638745,1.71514473910108e-17,5.87464964884951e-08,9.41049005771276e-16
